func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
_main,cli/src/main/java/hudson/cli/CLI.java:116:18::hudson.cli.CLI.int _main(String[]_args),CLI.java,cli/src/main/java/hudson/cli/CLI.java,116,328,18,4,4168,12048,"[(116, '\'int _main(String[] _args) throws Exception {\\n        List<String> args = Arrays.asList(_args);\\n        PrivateKeyProvider provider = new PrivateKeyProvider();\\n\\n        String url = System.getenv(""JENKINS_URL"");\\n\\n        if (url == null)\\n            url = System.getenv(""HUDSON_URL"");\\n\\n        boolean noKeyAuth = false;\\n\\n        Mode mode = null;\\n\\n        String user = null;\\n        String auth = null;\\n        String bearer = null;\\n\\n        String userIdEnv = System.getenv(""JENKINS_USER_ID"");\\n        String tokenEnv = System.getenv(""JENKINS_API_TOKEN"");\\n\\n        boolean strictHostKey = false;\\n\\n        while (!args.isEmpty()) {\\n            String head = args.get(0);\\n            if (head.equals(""-version"")) {\\n                System.out.println(""Version: "" + computeVersion());\\n                return 0;\\n            }\\n            if (head.equals(""-http"")) {\\n                if (mode != null) {\\n                    printUsage(""-http clashes with previously defined mode "" + mode);\\n                    return -1;\\n                }\\n                mode = Mode.HTTP;\\n                args = args.subList(1, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-ssh"")) {\\n                if (mode != null) {\\n                    printUsage(""-ssh clashes with previously defined mode "" + mode);\\n                    return -1;\\n                }\\n                mode = Mode.SSH;\\n                args = args.subList(1, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-webSocket"")) {\\n                if (mode != null) {\\n                    printUsage(""-webSocket clashes with previously defined mode "" + mode);\\n                    return -1;\\n                }\\n                mode = Mode.WEB_SOCKET;\\n                args = args.subList(1, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-remoting"")) {\\n                printUsage(""-remoting mode is no longer supported"");\\n                return -1;\\n            }\\n            if (head.equals(""-s"") && args.size() >= 2) {\\n                url = args.get(1);\\n                args = args.subList(2, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-noCertificateCheck"")) {\\n                LOGGER.info(""Skipping HTTPS certificate checks altogether. Note that this is not secure at all."");\\n                SSLContext context = SSLContext.getInstance(""TLS"");\\n                context.init(null, new TrustManager[]{new NoCheckTrustManager()}, new SecureRandom());\\n                HttpsURLConnection.setDefaultSSLSocketFactory(context.getSocketFactory());\\n                // bypass host name check, too.\\n                HttpsURLConnection.setDefaultHostnameVerifier(new HostnameVerifier() {\\n                    @Override\\n                    @SuppressFBWarnings(value = ""WEAK_HOSTNAME_VERIFIER"", justification = ""User set parameter to skip verifier."")\\n                    public boolean verify(String s, SSLSession sslSession) {\\n                        return true;\\n                    }\\n                });\\n                args = args.subList(1, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-noKeyAuth"")) {\\n                noKeyAuth = true;\\n                args = args.subList(1, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-i"") && args.size() >= 2) {\\n                File f = getFileFromArguments(args);\\n                if (!f.exists()) {\\n                    printUsage(Messages.CLI_NoSuchFileExists(f));\\n                    return -1;\\n                }\\n\\n                provider.readFrom(f);\\n\\n                args = args.subList(2, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-strictHostKey"")) {\\n                strictHostKey = true;\\n                args = args.subList(1, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-user"") && args.size() >= 2) {\\n                user = args.get(1);\\n                args = args.subList(2, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-auth"") && args.size() >= 2) {\\n                auth = args.get(1);\\n                args = args.subList(2, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-bearer"") && args.size() >= 2) {\\n                bearer = args.get(1);\\n                args = args.subList(2, args.size());\\n                continue;\\n            }\\n            if (head.equals(""-logger"") && args.size() >= 2) {\\n                Level level = parse(args.get(1));\\n                for (Handler h : Logger.getLogger("""").getHandlers()) {\\n                    h.setLevel(level);\\n                }\\n                for (Logger logger : new Logger[] {LOGGER, FullDuplexHttpStream.LOGGER, PlainCLIProtocol.LOGGER, Logger.getLogger(""org.apache.sshd"")}) { // perhaps also Channel\\n                    logger.setLevel(level);\\n                }\\n                args = args.subList(2, args.size());\\n                continue;\\n            }\\n            break;\\n        }\\n\\n        if (url == null) {\\n            printUsage(Messages.CLI_NoURL());\\n            return -1;\\n        }\\n\\n        if (auth != null && bearer != null) {\\n            LOGGER.warning(""-auth and -bearer are mutually exclusive"");\\n        }\\n\\n        if (auth == null && bearer == null) {\\n            // -auth option not set\\n            if (StringUtils.isNotBlank(userIdEnv) && StringUtils.isNotBlank(tokenEnv)) {\\n                auth = StringUtils.defaultString(userIdEnv).concat("":"").concat(StringUtils.defaultString(tokenEnv));\\n            } else if (StringUtils.isNotBlank(userIdEnv) || StringUtils.isNotBlank(tokenEnv)) {\\n                printUsage(Messages.CLI_BadAuth());\\n                return -1;\\n            } // Otherwise, none credentials were set\\n\\n        }\\n\\n        if (!url.endsWith(""/"")) {\\n            url += \\\'/\\\';\\n        }\\n\\n        if (args.isEmpty())\\n            args = List.of(""help""); // default to help\\n\\n        if (mode == null) {\\n            mode = Mode.WEB_SOCKET;\\n        }\\n\\n        LOGGER.log(FINE, ""using connection mode {0}"", mode);\\n\\n        if (user != null && auth != null) {\\n            LOGGER.warning(""-user and -auth are mutually exclusive"");\\n        }\\n\\n        if (mode == Mode.SSH) {\\n            if (user == null) {\\n                // TODO SshCliAuthenticator already autodetects the user based on public key; why cannot AsynchronousCommand.getCurrentUser do the same?\\n                LOGGER.warning(""-user required when using -ssh"");\\n                return -1;\\n            }\\n            if (!noKeyAuth && !provider.hasKeys()) {\\n                provider.readFromDefaultLocations();\\n            }\\n            return SSHCLI.sshConnection(url, user, args, provider, strictHostKey);\\n        }\\n\\n        if (strictHostKey) {\\n            LOGGER.warning(""-strictHostKey meaningful only with -ssh"");\\n        }\\n\\n        if (noKeyAuth) {\\n            LOGGER.warning(""-noKeyAuth meaningful only with -ssh"");\\n        }\\n\\n        if (user != null) {\\n            LOGGER.warning(""Warning: -user ignored unless using -ssh"");\\n        }\\n\\n        CLIConnectionFactory factory = new CLIConnectionFactory();\\n        String userInfo = new URL(url).getUserInfo();\\n        if (userInfo != null) {\\n            factory = factory.basicAuth(userInfo);\\n        } else if (auth != null) {\\n            factory = factory.basicAuth(auth.startsWith(""@"") ? readAuthFromFile(auth).trim() : auth);\\n        } else if (bearer != null) {\\n            factory = factory.bearerAuth(bearer.startsWith(""@"") ? readAuthFromFile(bearer).trim() : bearer);\\n        }\\n\\n\\n        if (mode == Mode.HTTP) {\\n            return plainHttpConnection(url, args, factory);\\n        }\\n\\n        if (mode == Mode.WEB_SOCKET) {\\n            return webSocketConnection(url, args, factory);\\n        }\\n\\n        throw new AssertionError();\\n    }\'')]"
getFileParameter,core/src/main/java/hudson/util/FormFieldValidator.java:151:20::hudson.util.FormFieldValidator.File getFileParameter(StringparamName),FormFieldValidator.java,core/src/main/java/hudson/util/FormFieldValidator.java,151,153,20,4,5865,5983,"[(151, ""'File getFileParameter(String paramName) {\\n        return new File(Util.fixNull(request.getParameter(paramName)));\\n    }'"")]"
isMultiline,core/src/main/java/hudson/Functions.java:756:18::hudson.Functions.boolean isMultiline(Strings),Functions.java,core/src/main/java/hudson/Functions.java,756,759,18,4,27272,27410,"[(756, '""boolean isMultiline(String s) {\\n        if (s == null)     return false;\\n        return s.indexOf(\'\\\\r\') >= 0 || s.indexOf(\'\\\\n\') >= 0;\\n    }""')]"
setViewOwner,core/src/main/java/hudson/model/AbstractCIBase.java:88:14::hudson.model.AbstractCIBase.void setViewOwner(Viewv),AbstractCIBase.java,core/src/main/java/hudson/model/AbstractCIBase.java,88,90,14,4,3507,3563,"[(88, ""'void setViewOwner(View v) {\\n        v.owner = this;\\n    }'"")]"
getInputStream,core/src/main/java/hudson/ProxyConfiguration.java:341:18::hudson.ProxyConfiguration.InputStream getInputStream(URLurl),ProxyConfiguration.java,core/src/main/java/hudson/ProxyConfiguration.java,341,355,18,4,11086,11644,"[(341, ""'InputStream getInputStream(URL url) throws IOException {\\n        final ProxyConfiguration p = get();\\n        if (p == null)\\n            return new RetryableHttpStream(url);\\n\\n        Proxy proxy = p.createProxy(url.getHost());\\n        InputStream is = new RetryableHttpStream(url, proxy);\\n        if (p.getUserName() != null) {\\n            // Add an authenticator which provides the credentials for proxy authentication\\n            Authenticator.setDefault(p.authenticator);\\n            p.jenkins48775workaround(proxy, url);\\n        }\\n\\n        return is;\\n    }'"")]"
getEnvironment,"core/src/main/java/hudson/model/AbstractProject.java:335:11::hudson.model.AbstractProject.EnvVars getEnvironment(@CheckForNullNodenode,@NonNullTaskListenerlistener)",AbstractProject.java,core/src/main/java/hudson/model/AbstractProject.java,335,349,11,4,11965,12552,"[(335, '\'EnvVars getEnvironment(@CheckForNull Node node, @NonNull TaskListener listener) throws IOException, InterruptedException {\\n        EnvVars env =  super.getEnvironment(node, listener);\\n\\n        JDK jdkTool = getJDK();\\n        if (jdkTool != null) {\\n            if (node != null) { // just in case were not in a build\\n                jdkTool = jdkTool.forNode(node, listener);\\n            }\\n            jdkTool.buildEnvVars(env);\\n        } else if (!JDK.isDefaultName(jdk)) {\\n            listener.getLogger().println(""No JDK named ‘"" + jdk + ""’ found"");\\n        }\\n\\n        return env;\\n    }\'')]"
perform,"core/src/main/java/hudson/tasks/LogRotator.java:145:11::hudson.tasks.LogRotator.void perform(Job<?,?>job)",LogRotator.java,core/src/main/java/hudson/tasks/LogRotator.java,145,226,11,4,4971,9085,"[(145, '\'void perform(Job<?, ?> job) throws IOException, InterruptedException {\\n        //Exceptions thrown by the deletion submethods are collated and reported\\n        Map<Run<?, ?>, Set<IOException>> exceptionMap = new HashMap<>();\\n\\n        LOGGER.log(FINE, ""Running the log rotation for {0} with numToKeep={1} daysToKeep={2} artifactNumToKeep={3} artifactDaysToKeep={4}"", new Object[] {job, numToKeep, daysToKeep, artifactNumToKeep, artifactDaysToKeep});\\n\\n        // always keep the last successful and the last stable builds\\n        Run lsb = job.getLastSuccessfulBuild();\\n        Run lstb = job.getLastStableBuild();\\n\\n        if (numToKeep != -1) {\\n            // Note that RunList.size is deprecated, and indeed here we are loading all the builds of the job.\\n            // However we would need to load the first numToKeep anyway, just to skip over them;\\n            // and we would need to load the rest anyway, to delete them.\\n            // (Using RunMap.headMap would not suffice, since we do not know if some recent builds have been deleted for other reasons,\\n            // so simply subtracting numToKeep from the currently last build number might cause us to delete too many.)\\n            RunList<? extends Run<?, ?>> builds = job.getBuilds();\\n            for (Run r : builds.subList(Math.min(builds.size(), numToKeep), builds.size())) {\\n                if (shouldKeepRun(r, lsb, lstb)) {\\n                    continue;\\n                }\\n                LOGGER.log(FINE, ""{0} is to be removed"", r);\\n                try { r.delete(); }\\n                catch (IOException ex) { exceptionMap.computeIfAbsent(r, key -> new HashSet<>()).add(ex); }\\n            }\\n        }\\n\\n        if (daysToKeep != -1) {\\n            Calendar cal = new GregorianCalendar();\\n            cal.add(Calendar.DAY_OF_YEAR, -daysToKeep);\\n            Run r = job.getFirstBuild();\\n            while (r != null) {\\n                if (tooNew(r, cal)) {\\n                    break;\\n                }\\n                if (!shouldKeepRun(r, lsb, lstb)) {\\n                    LOGGER.log(FINE, ""{0} is to be removed"", r);\\n                    try { r.delete(); }\\n                    catch (IOException ex) { exceptionMap.computeIfAbsent(r, key -> new HashSet<>()).add(ex); }\\n                }\\n                r = r.getNextBuild();\\n            }\\n        }\\n\\n        if (artifactNumToKeep != null && artifactNumToKeep != -1) {\\n            RunList<? extends Run<?, ?>> builds = job.getBuilds();\\n            for (Run r : builds.subList(Math.min(builds.size(), artifactNumToKeep), builds.size())) {\\n                if (shouldKeepRun(r, lsb, lstb)) {\\n                    continue;\\n                }\\n                LOGGER.log(FINE, ""{0} is to be purged of artifacts"", r);\\n                try { r.deleteArtifacts(); }\\n                catch (IOException ex) { exceptionMap.computeIfAbsent(r, key -> new HashSet<>()).add(ex); }\\n            }\\n        }\\n\\n        if (artifactDaysToKeep != null && artifactDaysToKeep != -1) {\\n            Calendar cal = new GregorianCalendar();\\n            cal.add(Calendar.DAY_OF_YEAR, -artifactDaysToKeep);\\n            Run r = job.getFirstBuild();\\n            while (r != null) {\\n                if (tooNew(r, cal)) {\\n                    break;\\n                }\\n                if (!shouldKeepRun(r, lsb, lstb)) {\\n                    LOGGER.log(FINE, ""{0} is to be purged of artifacts"", r);\\n                    try { r.deleteArtifacts(); }\\n                    catch (IOException ex) { exceptionMap.computeIfAbsent(r, key -> new HashSet<>()).add(ex); }\\n                }\\n                r = r.getNextBuild();\\n            }\\n        }\\n\\n        if (!exceptionMap.isEmpty()) {\\n            //Collate all encountered exceptions into a single exception and throw that\\n            String msg = String.format(\\n                    ""Failed to rotate logs for [%s]"",\\n                    exceptionMap.keySet().stream().map(Object::toString).collect(Collectors.joining("", ""))\\n            );\\n            throw new CompositeIOException(msg, exceptionMap.values().stream().flatMap(Collection::stream).collect(Collectors.toList()));\\n        }\\n    }\'')]"
settingRootURL,test/src/test/java/jenkins/model/JenkinsLocationConfigurationTest.java:189:12::jenkins.model.JenkinsLocationConfigurationTest.void settingRootURL(StringdesiredRootUrl),JenkinsLocationConfigurationTest.java,test/src/test/java/jenkins/model/JenkinsLocationConfigurationTest.java,189,195,12,4,7492,7838,"[(189, '\'void settingRootURL(String desiredRootUrl) throws Exception {\\n        HtmlPage configurePage = j.createWebClient().goTo(""configure"");\\n        HtmlForm configForm = configurePage.getFormByName(""config"");\\n        HtmlInput url = configForm.getInputByName(""_.url"");\\n        url.setValue(desiredRootUrl);\\n        HtmlFormUtil.submit(configForm);\\n    }\'')]"
setRawBuildsDir,core/src/main/java/jenkins/model/Jenkins.java:2643:11::jenkins.model.Jenkins.void setRawBuildsDir(StringbuildsDir),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,2643,2645,11,4,95244,95325,"[(2643, ""'void setRawBuildsDir(String buildsDir) {\\n        this.buildsDir = buildsDir;\\n    }'"")]"
markOffline,"core/src/main/java/hudson/node_monitors/AbstractNodeMonitorDescriptor.java:228:14::hudson.node_monitors.AbstractNodeMonitorDescriptor.boolean markOffline(Computerc,OfflineCauseoc)",AbstractNodeMonitorDescriptor.java,core/src/main/java/hudson/node_monitors/AbstractNodeMonitorDescriptor.java,228,238,14,4,7920,8301,"[(228, ""'boolean markOffline(Computer c, OfflineCause oc) {\\n        if (isIgnored() || c.isTemporarilyOffline()) return false; // noop\\n\\n        c.setTemporarilyOffline(true, oc);\\n\\n        // notify the admin\\n        MonitorMarkedNodeOffline no = AdministrativeMonitor.all().get(MonitorMarkedNodeOffline.class);\\n        if (no != null)\\n            no.active = true;\\n        return true;\\n    }'"")]"
delete,core/src/main/java/jenkins/fingerprints/FingerprintStorage.java:90:20::jenkins.fingerprints.FingerprintStorage.void delete(Stringid),FingerprintStorage.java,core/src/main/java/jenkins/fingerprints/FingerprintStorage.java,90,90,20,61,3587,3628,"[(90, ""'void delete(String id) throws IOException;'"")]"
reconfigure,"core/src/main/java/hudson/slaves/Cloud.java:337:11::hudson.slaves.Cloud.Cloud reconfigure(@NonNullfinalStaplerRequestreq,JSONObjectform)",Cloud.java,core/src/main/java/hudson/slaves/Cloud.java,337,340,11,4,13764,13970,"[(337, ""'Cloud reconfigure(@NonNull final StaplerRequest req, JSONObject form) throws Descriptor.FormException {\\n        if (form == null)     return null;\\n        return getDescriptor().newInstance(req, form);\\n    }'"")]"
findToken,core/src/main/java/hudson/AbstractMarkupText.java:118:11::hudson.AbstractMarkupText.MarkupText.SubText findToken(Patternpattern),AbstractMarkupText.java,core/src/main/java/hudson/AbstractMarkupText.java,118,126,11,4,3737,3947,"[(118, ""'MarkupText.SubText findToken(Pattern pattern) {\\n        String text = getText();\\n        Matcher m = pattern.matcher(text);\\n\\n        if (m.find())\\n            return createSubText(m);\\n\\n        return null;\\n    }'"")]"
write,"core/src/main/java/hudson/util/IOUtils.java:460:18::hudson.util.IOUtils.void write(StringBufferdata,Writeroutput)",IOUtils.java,core/src/main/java/hudson/util/IOUtils.java,460,462,18,4,16249,16378,"[(460, ""'void write(StringBuffer data, Writer output) throws IOException {\\n        org.apache.commons.io.IOUtils.write(data, output);\\n    }'"")]"
mode,core/src/main/java/hudson/util/IOUtils.java:136:18::hudson.util.IOUtils.int mode(Filef),IOUtils.java,core/src/main/java/hudson/util/IOUtils.java,136,139,18,4,4941,5116,"[(136, ""'int mode(File f) throws IOException {\\n        if (Functions.isWindows())   return -1;\\n        return Util.permissionsToMode(Files.getPosixFilePermissions(fileToPath(f)));\\n    }'"")]"
migrate,"core/src/main/java/jenkins/model/RunIdMigrator.java:158:24::jenkins.model.RunIdMigrator.boolean migrate(Filedir,@CheckForNullFilejenkinsHome)",RunIdMigrator.java,core/src/main/java/jenkins/model/RunIdMigrator.java,158,173,24,4,6124,6904,"[(158, '\'boolean migrate(File dir, @CheckForNull File jenkinsHome) {\\n        if (load(dir)) {\\n            LOGGER.log(FINER, ""migration already performed for {0}"", dir);\\n            return false;\\n        }\\n        if (!dir.isDirectory()) {\\n            LOGGER.log(/* normal during Job.movedTo */FINE, ""{0} was unexpectedly missing"", dir);\\n            return false;\\n        }\\n        LOGGER.log(INFO, ""Migrating build records in {0}"", dir);\\n        doMigrate(dir);\\n        save(dir);\\n        if (jenkinsHome != null && offeredToUnmigrate.add(jenkinsHome))\\n            LOGGER.log(WARNING, ""Build record migration (https://www.jenkins.io/redirect/build-record-migration) is one-way. If you need to downgrade Jenkins, run: {0}"", getUnmigrationCommandLine(jenkinsHome));\\n        return true;\\n    }\'')]"
